,dateTime,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
43,2021-05-20 09:25:21,23.1302,24.2461,24.5504,24.7872,24.6857,24.7534,24.8887,25.1931,25.0916,24.7872
44,2021-05-20 09:25:23,23.1302,24.2461,24.5504,24.821,24.6519,24.7534,24.9225,25.2269,25.1593,24.7534
45,2021-05-20 09:25:25,23.1302,24.2461,24.5843,24.821,24.6519,24.821,24.9225,25.2269,25.1931,24.7196
46,2021-05-20 09:25:26,23.1302,24.2122,24.5504,24.7872,24.6857,24.9563,24.8887,25.2608,25.1931,24.821
47,2021-05-20 09:25:28,23.1302,24.2461,24.5166,24.821,24.6857,24.7872,24.9225,25.2608,25.1931,24.8887
48,2021-05-20 09:25:30,23.1302,24.2461,24.5843,24.7872,24.6519,24.9902,24.9902,25.2608,25.1931,24.9225
49,2021-05-20 09:25:31,23.1979,24.2799,24.5504,24.821,24.6519,24.9902,24.9902,25.2946,25.2946,24.8548
50,2021-05-20 09:25:33,23.164,24.2799,24.5504,24.821,24.6857,24.8887,25.024,25.2608,25.2269,24.8887
51,2021-05-20 09:25:34,23.1979,24.2799,24.5504,24.821,24.6857,24.8548,25.024,25.3284,25.2946,24.8548
52,2021-05-20 09:25:36,23.164,24.3137,24.5504,24.7872,24.6857,24.9563,25.0578,25.3284,25.3284,24.9225
53,2021-05-20 09:25:38,23.164,24.2799,24.5504,24.821,24.6519,24.9225,25.1255,25.3623,25.3623,24.9563
54,2021-05-20 09:25:39,23.164,24.2799,24.5843,24.7872,24.7196,24.9225,25.0916,25.3623,25.2608,24.9563
55,2021-05-20 09:25:41,23.1979,24.3137,24.5843,24.821,24.6857,24.8887,25.024,25.3961,25.3284,24.9563
56,2021-05-20 09:25:42,23.1979,24.3475,24.5843,24.821,24.7196,24.9563,25.1255,25.3961,25.3623,24.9563
57,2021-05-20 09:25:44,23.1979,24.3475,24.5166,24.821,24.6857,24.9563,25.1255,25.3961,25.3623,25.024
58,2021-05-20 09:25:46,23.1979,24.3475,24.5843,24.821,24.7196,24.9225,25.1255,25.3961,25.3961,24.9902
59,2021-05-20 09:25:47,23.2317,24.3137,24.5843,24.821,24.7534,24.8887,25.1255,25.4299,25.3623,25.0578
60,2021-05-20 09:25:49,23.2317,24.3475,24.5504,24.821,24.7872,25.024,25.1255,25.4637,25.3961,24.9902
61,2021-05-20 09:25:51,23.2317,24.3475,24.5843,24.7872,24.7872,25.0916,25.1255,25.4976,25.4637,25.024
62,2021-05-20 09:25:52,23.2317,24.3813,24.5843,24.821,24.7872,25.024,25.1255,25.4637,25.3961,24.9902
63,2021-05-20 09:25:54,23.2317,24.3475,24.6181,24.821,24.821,24.8887,25.1255,25.4976,25.4976,25.024
64,2021-05-20 09:25:55,23.2317,24.3475,24.5504,24.8548,24.821,24.9225,25.1255,25.4976,25.4637,25.0916
65,2021-05-20 09:25:57,23.2655,24.3813,24.6181,24.7872,24.821,25.0916,25.1593,25.4976,25.5314,25.1593
66,2021-05-20 09:25:59,23.2317,24.3813,24.6181,24.7872,24.821,25.1255,25.1255,25.4976,25.5314,25.024
67,2021-05-20 09:26:00,23.2655,24.4152,24.6519,24.8548,24.821,24.9902,25.1593,25.5314,25.4976,25.1593
